change,filingDate,id,name,share,symbol,transactionCode,transactionDate,transactionPrice,DollarVolume,Transaction Type
-100,2022-04-07,0000899243-22-014308,Taneja Vaibhav,28137,TSLA,S,2022-04-05,1109.71,-110971.0,Sale
-100,2022-04-07,0000899243-22-014308,Taneja Vaibhav,28237,TSLA,S,2022-04-05,1108.28,-110828.0,Sale
-100,2022-04-07,0000899243-22-014308,Taneja Vaibhav,28337,TSLA,S,2022-04-05,1106.8,-110680.0,Sale
-200,2022-04-07,0000899243-22-014308,Taneja Vaibhav,28437,TSLA,S,2022-04-05,1105.86,-221171.99999999997,Sale
-200,2022-04-07,0000899243-22-014308,Taneja Vaibhav,28637,TSLA,S,2022-04-05,1104.14,-220828.00000000003,Sale
-300,2022-04-07,0000899243-22-014308,Taneja Vaibhav,28837,TSLA,S,2022-04-05,1103.0,-330900.0,Sale
-600,2022-04-07,0000899243-22-014308,Taneja Vaibhav,29137,TSLA,S,2022-04-05,1101.87,-661121.9999999999,Sale
-200,2022-04-07,0000899243-22-014308,Taneja Vaibhav,29737,TSLA,S,2022-04-05,1099.58,-219916.0,Sale
-300,2022-04-07,0000899243-22-014308,Taneja Vaibhav,29937,TSLA,S,2022-04-05,1098.57,-329571.0,Sale
-200,2022-04-07,0000899243-22-014308,Taneja Vaibhav,30237,TSLA,S,2022-04-05,1097.15,-219430.00000000003,Sale
-200,2022-04-07,0000899243-22-014308,Taneja Vaibhav,30437,TSLA,S,2022-04-05,1096.05,-219210.0,Sale
-100,2022-04-07,0000899243-22-014308,Taneja Vaibhav,30637,TSLA,S,2022-04-05,1093.7,-109370.0,Sale
-400,2022-04-07,0000899243-22-014308,Taneja Vaibhav,30737,TSLA,S,2022-04-05,1092.49,-436996.0,Sale
-248,2022-04-07,0000899243-22-014308,Taneja Vaibhav,31137,TSLA,S,2022-04-05,1090.82,-270523.36,Sale
-300,2022-04-07,0000899243-22-014308,Taneja Vaibhav,31385,TSLA,S,2022-04-05,1089.7,-326910.0,Sale
7000,2022-04-07,0000899243-22-014308,Taneja Vaibhav,31685,TSLA,M,2022-04-05,54.66,382620.0,Buy
-3500,2022-03-30,0001790565-22-000004,Baglino Andrew D,20138,TSLA,S,2022-03-28,1065.0,-3727500.0,Sale
3500,2022-03-30,0001790565-22-000004,Baglino Andrew D,23638,TSLA,M,2022-03-28,62.72,219520.0,Buy
-1535,2022-03-08,0001771340-22-000003,Taneja Vaibhav,24685,TSLA,S,2022-03-07,845.391,-1297675.185,Sale
-300,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,5000,TSLA,S,2022-03-01,886.227,-265868.1,Sale
-600,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,5300,TSLA,S,2022-03-01,885.324,-531194.4,Sale
-100,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,6000,TSLA,S,2022-03-01,880.74,-88074.0,Sale
-300,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,6100,TSLA,S,2022-03-01,879.52,-263856.0,Sale
-300,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,6400,TSLA,S,2022-03-01,878.27,-263481.0,Sale
-200,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,6800,TSLA,S,2022-03-01,874.73,-174946.0,Sale
-300,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,7400,TSLA,S,2022-03-01,872.597,-261779.1,Sale
-400,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,19400,TSLA,S,2022-03-01,868.003,-347201.2,Sale
-600,2022-03-03,0001771340-22-000002,DENHOLM ROBYN M,19800,TSLA,S,2022-03-01,866.918,-520150.8,Sale
-10100,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,5000,TSLA,S,2022-02-01,934.124,-9434652.4,Sale
-300,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,15100,TSLA,S,2022-02-01,932.853,-279855.89999999997,Sale
-200,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,15400,TSLA,S,2022-02-01,931.655,-186331.0,Sale
-100,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,15600,TSLA,S,2022-02-01,929.89,-92989.0,Sale
-600,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,15700,TSLA,S,2022-02-01,926.482,-555889.2,Sale
-800,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,16300,TSLA,S,2022-02-01,925.046,-740036.8,Sale
-400,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,17100,TSLA,S,2022-02-01,923.823,-369529.2,Sale
-600,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,17500,TSLA,S,2022-02-01,922.302,-553381.2000000001,Sale
-300,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,18100,TSLA,S,2022-02-01,920.853,-276255.89999999997,Sale
-400,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,18400,TSLA,S,2022-02-01,919.733,-367893.19999999995,Sale
-700,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,18800,TSLA,S,2022-02-01,918.914,-643239.8,Sale
-400,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,19500,TSLA,S,2022-02-01,917.345,-366938.0,Sale
-1020,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,19900,TSLA,S,2022-02-01,916.549,-934879.98,Sale
-1024,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,20920,TSLA,S,2022-02-01,915.509,-937481.216,Sale
-3156,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,21944,TSLA,S,2022-02-01,914.489,-2886127.284,Sale
-800,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,25100,TSLA,S,2022-02-01,913.403,-730722.4,Sale
-1901,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,25900,TSLA,S,2022-02-01,912.278,-1734240.4780000001,Sale
-699,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,27801,TSLA,S,2022-02-01,911.26,-636970.74,Sale
-700,2022-02-03,0001771340-22-000001,DENHOLM ROBYN M,28500,TSLA,S,2022-02-01,908.809,-636166.2999999999,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,25005,TSLA,S,2022-01-05,1149.45,-114945.0,Sale
-200,2022-01-07,0000899243-22-001396,Taneja Vaibhav,26345,TSLA,S,2022-01-05,1141.15,-228230.00000000003,Sale
-300,2022-01-07,0000899243-22-001396,Taneja Vaibhav,26545,TSLA,S,2022-01-05,1139.67,-341901.0,Sale
-400,2022-01-07,0000899243-22-001396,Taneja Vaibhav,26845,TSLA,S,2022-01-05,1138.74,-455496.0,Sale
-300,2022-01-07,0000899243-22-001396,Taneja Vaibhav,27245,TSLA,S,2022-01-05,1137.17,-341151.0,Sale
-500,2022-01-07,0000899243-22-001396,Taneja Vaibhav,27545,TSLA,S,2022-01-05,1135.76,-567880.0,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,28045,TSLA,S,2022-01-05,1134.24,-113424.0,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,28145,TSLA,S,2022-01-05,1127.43,-112743.0,Sale
-200,2022-01-07,0000899243-22-001396,Taneja Vaibhav,28245,TSLA,S,2022-01-05,1125.09,-225017.99999999997,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,28445,TSLA,S,2022-01-05,1119.75,-111975.0,Sale
-200,2022-01-07,0000899243-22-001396,Taneja Vaibhav,28545,TSLA,S,2022-01-05,1109.83,-221966.0,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,28745,TSLA,S,2022-01-05,1101.52,-110152.0,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,28845,TSLA,S,2022-01-05,1096.9,-109690.00000000001,Sale
-200,2022-01-07,0000899243-22-001396,Taneja Vaibhav,28945,TSLA,S,2022-01-05,1096.19,-219238.0,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,29145,TSLA,S,2022-01-05,1093.95,-109395.0,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,29245,TSLA,S,2022-01-05,1091.86,-109185.99999999999,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,29345,TSLA,S,2022-01-05,1089.68,-108968.0,Sale
-260,2022-01-07,0000899243-22-001396,Taneja Vaibhav,29445,TSLA,S,2022-01-05,1088.35,-282971.0,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,29705,TSLA,S,2022-01-05,1086.72,-108672.0,Sale
-100,2022-01-07,0000899243-22-001396,Taneja Vaibhav,29805,TSLA,S,2022-01-05,1084.65,-108465.00000000001,Sale
7000,2022-01-07,0000899243-22-001396,Taneja Vaibhav,29905,TSLA,M,2022-01-05,54.66,382620.0,Buy
-100,2022-01-07,0000899243-22-001397,Taneja Vaibhav,22905,TSLA,S,2022-01-05,1168.5,-116850.0,Sale
-200,2022-01-07,0000899243-22-001397,Taneja Vaibhav,23005,TSLA,S,2022-01-05,1166.39,-233278.00000000003,Sale
-100,2022-01-07,0000899243-22-001397,Taneja Vaibhav,23205,TSLA,S,2022-01-05,1164.99,-116499.0,Sale
-100,2022-01-07,0000899243-22-001397,Taneja Vaibhav,23305,TSLA,S,2022-01-05,1161.56,-116156.0,Sale
-100,2022-01-07,0000899243-22-001397,Taneja Vaibhav,23405,TSLA,S,2022-01-05,1159.15,-115915.00000000001,Sale
-100,2022-01-07,0000899243-22-001397,Taneja Vaibhav,23505,TSLA,S,2022-01-05,1158.0,-115800.0,Sale
-400,2022-01-07,0000899243-22-001397,Taneja Vaibhav,23605,TSLA,S,2022-01-05,1156.11,-462443.99999999994,Sale
3200,2022-01-04,0001771364-22-000001,Kirkhorn Zachary,58584,TSLA,M,2021-12-31,55.32,177024.0,Buy
-700,2021-12-28,0000899243-21-049993,Musk Elon,620086,TSLA,S,2021-12-28,1117.92,-782544.0,Sale
-900,2021-12-28,0000899243-21-049993,Musk Elon,620786,TSLA,S,2021-12-28,1116.15,-1004535.0000000001,Sale
-3947,2021-12-28,0000899243-21-049993,Musk Elon,621686,TSLA,S,2021-12-28,1115.08,-4401220.76,Sale
-2600,2021-12-28,0000899243-21-049993,Musk Elon,625633,TSLA,S,2021-12-28,1112.14,-2891564.0000000005,Sale
-2008,2021-12-28,0000899243-21-049993,Musk Elon,628233,TSLA,S,2021-12-28,1110.95,-2230787.6,Sale
-500,2021-12-28,0000899243-21-049993,Musk Elon,630241,TSLA,S,2021-12-28,1109.31,-554655.0,Sale
-15991,2021-12-28,0000899243-21-049992,Musk Elon,630741,TSLA,S,2021-12-28,1108.59,-17727462.689999998,Sale
-6039,2021-12-28,0000899243-21-049992,Musk Elon,646732,TSLA,S,2021-12-28,1107.52,-6688313.28,Sale
-6300,2021-12-28,0000899243-21-049992,Musk Elon,652771,TSLA,S,2021-12-28,1106.65,-6971895.000000001,Sale
-3475,2021-12-28,0000899243-21-049992,Musk Elon,659071,TSLA,S,2021-12-28,1105.31,-3840952.25,Sale
-6400,2021-12-28,0000899243-21-049992,Musk Elon,662546,TSLA,S,2021-12-28,1104.23,-7067072.0,Sale
-7451,2021-12-28,0000899243-21-049992,Musk Elon,677307,TSLA,S,2021-12-28,1101.93,-8210480.430000001,Sale
-17100,2021-12-28,0000899243-21-049992,Musk Elon,684758,TSLA,S,2021-12-28,1101.08,-18828468.0,Sale
-27899,2021-12-28,0000899243-21-049992,Musk Elon,701858,TSLA,S,2021-12-28,1099.91,-30686389.090000004,Sale
-37734,2021-12-28,0000899243-21-049992,Musk Elon,749749,TSLA,S,2021-12-28,1098.04,-41433441.36,Sale
-22324,2021-12-28,0000899243-21-049992,Musk Elon,787483,TSLA,S,2021-12-28,1096.97,-24488758.28,Sale
-35064,2021-12-28,0000899243-21-049992,Musk Elon,836505,TSLA,S,2021-12-28,1095.0,-38395080.0,Sale
-50243,2021-12-28,0000899243-21-049992,Musk Elon,929590,TSLA,S,2021-12-28,1093.02,-54916603.86,Sale
-64640,2021-12-28,0000899243-21-049992,Musk Elon,979833,TSLA,S,2021-12-28,1092.06,-70590758.39999999,Sale
-52050,2021-12-28,0000899243-21-049992,Musk Elon,1044473,TSLA,S,2021-12-28,1091.01,-56787070.5,Sale
-68989,2021-12-28,0000899243-21-049992,Musk Elon,1096523,TSLA,S,2021-12-28,1089.96,-75195250.44,Sale
-57541,2021-12-28,0000899243-21-049992,Musk Elon,1165512,TSLA,S,2021-12-28,1088.9,-62656394.900000006,Sale
-700,2021-12-22,0000899243-21-049479,Musk Elon,2326821,TSLA,S,2021-12-22,1014.0,-709800.0,Sale
-2300,2021-12-22,0000899243-21-049479,Musk Elon,2327521,TSLA,S,2021-12-22,1012.58,-2328934.0,Sale
-18058,2021-12-22,0000899243-21-049479,Musk Elon,2353831,TSLA,S,2021-12-22,1009.79,-18234787.82,Sale
-37729,2021-12-22,0000899243-21-049479,Musk Elon,2371889,TSLA,S,2021-12-22,1008.8,-38061015.199999996,Sale
-23122,2021-12-22,0000899243-21-049479,Musk Elon,2409618,TSLA,S,2021-12-22,1007.69,-23299808.18,Sale
-44648,2021-12-22,0000899243-21-049479,Musk Elon,2432740,TSLA,S,2021-12-22,1006.79,-44951159.92,Sale
-49439,2021-12-22,0000899243-21-049479,Musk Elon,2477388,TSLA,S,2021-12-22,1005.75,-49723274.25,Sale
-48446,2021-12-22,0000899243-21-049479,Musk Elon,2526827,TSLA,S,2021-12-22,1004.78,-48677571.879999995,Sale
-55350,2021-12-22,0000899243-21-049479,Musk Elon,2575273,TSLA,S,2021-12-22,1003.74,-55557009.0,Sale
-32153,2021-12-22,0000899243-21-049479,Musk Elon,2630623,TSLA,S,2021-12-22,1002.7,-32239813.1,Sale
-27870,2021-12-22,0000899243-21-049479,Musk Elon,2675274,TSLA,S,2021-12-22,1000.67,-27888672.9,Sale
-29700,2021-12-22,0000899243-21-049479,Musk Elon,2703144,TSLA,S,2021-12-22,999.625,-29688862.5,Sale
-29480,2021-12-22,0000899243-21-049479,Musk Elon,2732844,TSLA,S,2021-12-22,998.791,-29444358.680000003,Sale
-30599,2021-12-22,0000899243-21-049479,Musk Elon,2762324,TSLA,S,2021-12-22,997.605,-30525715.395,Sale
-28524,2021-12-22,0000899243-21-049479,Musk Elon,2792923,TSLA,S,2021-12-22,996.545,-28425449.58,Sale
-39967,2021-12-22,0000899243-21-049479,Musk Elon,2821447,TSLA,S,2021-12-22,995.601,-39791185.167,Sale
-22088,2021-12-22,0000899243-21-049479,Musk Elon,2861414,TSLA,S,2021-12-22,994.713,-21971220.744,Sale
-18767,2021-12-22,0000899243-21-049479,Musk Elon,2883502,TSLA,S,2021-12-22,993.643,-18647698.181,Sale
-17202,2021-12-22,0000899243-21-049479,Musk Elon,2902269,TSLA,S,2021-12-22,992.688,-17076218.976,Sale
-8060,2021-12-22,0000899243-21-049477,Musk Elon,2919471,TSLA,S,2021-12-22,991.647,-7992674.82,Sale
-6926,2021-12-22,0000899243-21-049477,Musk Elon,2927531,TSLA,S,2021-12-22,990.643,-6861193.4180000005,Sale
-22289,2021-12-22,0000899243-21-049477,Musk Elon,2934457,TSLA,S,2021-12-22,989.611,-22057439.579,Sale
-4522,2021-12-22,0000899243-21-049477,Musk Elon,2956746,TSLA,S,2021-12-22,988.823,-4471457.606,Sale
-1712,2021-12-22,0000899243-21-049477,Musk Elon,2961268,TSLA,S,2021-12-22,987.634,-1690829.408,Sale
-8379,2021-12-22,0000899243-21-049477,Musk Elon,2962980,TSLA,S,2021-12-22,986.5,-8265883.5,Sale
-8000,2021-12-22,0000899243-21-049477,Musk Elon,2971359,TSLA,S,2021-12-22,985.762,-7886096.0,Sale
-15808,2021-12-22,0000899243-21-049477,Musk Elon,2979359,TSLA,S,2021-12-22,984.513,-15563181.504,Sale
-37527,2021-12-22,0000899243-21-049477,Musk Elon,2995167,TSLA,S,2021-12-22,983.57,-36910431.39,Sale
-34838,2021-12-22,0000899243-21-049477,Musk Elon,3032694,TSLA,S,2021-12-22,982.543,-34229833.034,Sale
-20108,2021-12-22,0000899243-21-049477,Musk Elon,3067532,TSLA,S,2021-12-22,981.76,-19741230.08,Sale
-22373,2021-12-22,0000899243-21-049477,Musk Elon,3087640,TSLA,S,2021-12-22,980.71,-21941424.830000002,Sale
-11705,2021-12-22,0000899243-21-049477,Musk Elon,3110013,TSLA,S,2021-12-22,979.38,-11463642.9,Sale
-25666,2021-12-22,0000899243-21-049477,Musk Elon,3121718,TSLA,S,2021-12-22,978.379,-25111075.414,Sale
-22462,2021-12-22,0000899243-21-049477,Musk Elon,3147384,TSLA,S,2021-12-22,977.497,-21956537.614,Sale
-17239,2021-12-22,0000899243-21-049477,Musk Elon,3169846,TSLA,S,2021-12-22,976.45,-16833021.55,Sale
-2568,2021-12-22,0000899243-21-049477,Musk Elon,3187085,TSLA,S,2021-12-22,975.028,-2503871.904,Sale
-15183,2021-12-22,0000899243-21-049477,Musk Elon,3189653,TSLA,S,2021-12-22,974.219,-14791567.077000001,Sale
-6735,2021-12-22,0000899243-21-049477,Musk Elon,3204836,TSLA,S,2021-12-22,973.175,-6554333.625,Sale
-8599,2021-12-22,0000899243-21-049477,Musk Elon,3211571,TSLA,S,2021-12-22,972.078,-8358898.722,Sale
-7499,2021-12-22,0000899243-21-049477,Musk Elon,3220170,TSLA,S,2021-12-22,970.671,-7279061.829,Sale
-3542,2021-12-22,0000899243-21-049477,Musk Elon,3227669,TSLA,S,2021-12-22,969.891,-3435353.922,Sale
-3500,2021-12-22,0000899243-21-049477,Musk Elon,3231211,TSLA,S,2021-12-22,968.198,-3388693.0,Sale
-1300,2021-12-22,0000899243-21-049477,Musk Elon,3234711,TSLA,S,2021-12-22,966.8,-1256840.0,Sale
-5700,2021-12-22,0000899243-21-049477,Musk Elon,3236011,TSLA,S,2021-12-22,965.619,-5504028.3,Sale
-4400,2021-12-22,0000899243-21-049477,Musk Elon,3241711,TSLA,S,2021-12-22,963.391,-4238920.399999999,Sale
-3200,2021-12-22,0000899243-21-049477,Musk Elon,3246111,TSLA,S,2021-12-22,961.31,-3076192.0,Sale
-4324,2021-12-22,0000899243-21-049477,Musk Elon,3249311,TSLA,S,2021-12-22,960.113,-4151528.612,Sale
-6400,2021-12-22,0000899243-21-049477,Musk Elon,3253635,TSLA,S,2021-12-22,958.092,-6131788.8,Sale
2105171,2021-12-22,0000899243-21-049477,Musk Elon,3260035,TSLA,M,2021-12-22,6.24,13136267.040000001,Buy
-19,2021-12-21,0000899243-21-049309,Musk Elon,1154864,TSLA,S,2021-12-21,939.04,-17841.76,Sale
-6617,2021-12-21,0000899243-21-049309,Musk Elon,1154883,TSLA,S,2021-12-21,937.422,-6202921.374,Sale
-5974,2021-12-21,0000899243-21-049309,Musk Elon,1161500,TSLA,S,2021-12-21,936.222,-5592990.228,Sale
-18230,2021-12-21,0000899243-21-049309,Musk Elon,1167474,TSLA,S,2021-12-21,935.23,-17049242.9,Sale
-34617,2021-12-21,0000899243-21-049309,Musk Elon,1185704,TSLA,S,2021-12-21,934.466,-32348409.522,Sale
-32667,2021-12-21,0000899243-21-049309,Musk Elon,1220321,TSLA,S,2021-12-21,933.375,-30490561.125,Sale
-46513,2021-12-21,0000899243-21-049309,Musk Elon,1252988,TSLA,S,2021-12-21,932.311,-43364581.543000005,Sale
-45211,2021-12-21,0000899243-21-049309,Musk Elon,1299501,TSLA,S,2021-12-21,931.455,-42112012.005,Sale
-33364,2021-12-21,0000899243-21-049325,Musk Elon,1523728,TSLA,S,2021-12-21,915.39,-30541071.96,Sale
-27587,2021-12-21,0000899243-21-049325,Musk Elon,1557092,TSLA,S,2021-12-21,914.404,-25225663.148,Sale
-16605,2021-12-21,0000899243-21-049325,Musk Elon,1584679,TSLA,S,2021-12-21,913.323,-15165728.415,Sale
-12413,2021-12-21,0000899243-21-049325,Musk Elon,1601284,TSLA,S,2021-12-21,912.371,-11325261.223,Sale
-31816,2021-12-21,0000899243-21-049325,Musk Elon,1613697,TSLA,S,2021-12-21,911.262,-28992711.792,Sale
-10207,2021-12-21,0000899243-21-049325,Musk Elon,1645513,TSLA,S,2021-12-21,910.132,-9289717.324,Sale
-33686,2021-12-21,0000899243-21-049325,Musk Elon,1655720,TSLA,S,2021-12-21,909.158,-30625896.388,Sale
-36980,2021-12-21,0000899243-21-049325,Musk Elon,1689406,TSLA,S,2021-12-21,908.312,-33589377.76,Sale
-28220,2021-12-21,0000899243-21-049325,Musk Elon,1726386,TSLA,S,2021-12-21,907.167,-25600252.740000002,Sale
-51795,2021-12-21,0000899243-21-049325,Musk Elon,1754606,TSLA,S,2021-12-21,906.163,-46934712.585,Sale
-39829,2021-12-21,0000899243-21-049325,Musk Elon,1806401,TSLA,S,2021-12-21,905.311,-36057631.819,Sale
-25892,2021-12-21,0000899243-21-049325,Musk Elon,1846230,TSLA,S,2021-12-21,904.195,-23411416.94,Sale
-9288,2021-12-21,0000899243-21-049325,Musk Elon,1872122,TSLA,S,2021-12-21,903.207,-8388986.616,Sale
-17867,2021-12-21,0000899243-21-049325,Musk Elon,1881410,TSLA,S,2021-12-21,902.01,-16116212.67,Sale
-5010,2021-12-21,0000899243-21-049325,Musk Elon,1899277,TSLA,S,2021-12-21,900.894,-4513478.94,Sale
-12728,2021-12-21,0000899243-21-049325,Musk Elon,1904287,TSLA,S,2021-12-21,899.925,-11454245.399999999,Sale
-25788,2021-12-21,0000899243-21-049325,Musk Elon,1917015,TSLA,S,2021-12-21,898.861,-23179827.468,Sale
-20375,2021-12-21,0000899243-21-049325,Musk Elon,1942803,TSLA,S,2021-12-21,898.026,-18297279.75,Sale
-21159,2021-12-21,0000899243-21-049325,Musk Elon,1963178,TSLA,S,2021-12-21,896.683,-18972915.597,Sale
-29398,2021-12-21,0000899243-21-049325,Musk Elon,1984337,TSLA,S,2021-12-21,895.785,-26334287.43,Sale
-24576,2021-12-21,0000899243-21-049325,Musk Elon,2013735,TSLA,S,2021-12-21,894.789,-21990334.464,Sale
-16465,2021-12-21,0000899243-21-049325,Musk Elon,2038311,TSLA,S,2021-12-21,893.659,-14714095.435,Sale
-10400,2021-12-21,0000899243-21-049325,Musk Elon,2054776,TSLA,S,2021-12-21,892.81,-9285224.0,Sale
-6753,2021-12-21,0000899243-21-049325,Musk Elon,2065176,TSLA,S,2021-12-21,891.921,-6023142.513,Sale
-5778,2021-12-21,0000899243-21-049325,Musk Elon,2071929,TSLA,S,2021-12-21,890.495,-5145280.11,Sale
-5948,2021-12-21,0000899243-21-049325,Musk Elon,2077707,TSLA,S,2021-12-21,889.422,-5290282.056,Sale
-1900,2021-12-21,0000899243-21-049325,Musk Elon,2083655,TSLA,S,2021-12-21,888.313,-1687794.7,Sale
-3400,2021-12-21,0000899243-21-049325,Musk Elon,2085555,TSLA,S,2021-12-21,886.69,-3014746.0,Sale
2088955,2021-12-21,0000899243-21-049325,Musk Elon,2088955,TSLA,M,2021-12-21,6.24,13035079.200000001,Buy
-1250,2021-12-21,0001771364-21-000016,Kirkhorn Zachary,55384,TSLA,S,2021-12-17,915.0,-1143750.0,Sale
-10840,2021-12-16,0000899243-21-048679,Musk Elon,1217849,TSLA,S,2021-12-16,994.498,-10780358.32,Sale
-7740,2021-12-16,0000899243-21-048679,Musk Elon,1228689,TSLA,S,2021-12-16,991.049,-7670719.26,Sale
-4800,2021-12-16,0000899243-21-048679,Musk Elon,1236429,TSLA,S,2021-12-16,989.601,-4750084.8,Sale
-6900,2021-12-16,0000899243-21-048679,Musk Elon,1241229,TSLA,S,2021-12-16,988.759,-6822437.100000001,Sale
-2170,2021-12-16,0000899243-21-048679,Musk Elon,1248129,TSLA,S,2021-12-16,987.962,-2143877.54,Sale
-8927,2021-12-16,0000899243-21-048679,Musk Elon,1250299,TSLA,S,2021-12-16,986.458,-8806110.566,Sale
-9537,2021-12-16,0000899243-21-048679,Musk Elon,1259226,TSLA,S,2021-12-16,985.467,-9398398.779,Sale
-5041,2021-12-16,0000899243-21-048679,Musk Elon,1268763,TSLA,S,2021-12-16,982.298,-4951764.218,Sale
-4957,2021-12-16,0000899243-21-048679,Musk Elon,1273804,TSLA,S,2021-12-16,980.797,-4861810.729,Sale
-9400,2021-12-16,0000899243-21-048679,Musk Elon,1278761,TSLA,S,2021-12-16,979.719,-9209358.6,Sale
-8751,2021-12-16,0000899243-21-048679,Musk Elon,1288161,TSLA,S,2021-12-16,978.597,-8563702.347,Sale
-4491,2021-12-16,0000899243-21-048679,Musk Elon,1296912,TSLA,S,2021-12-16,977.358,-4389314.778,Sale
-6450,2021-12-16,0000899243-21-048679,Musk Elon,1301403,TSLA,S,2021-12-16,976.443,-6298057.35,Sale
-16276,2021-12-16,0000899243-21-048679,Musk Elon,1307853,TSLA,S,2021-12-16,975.19,-15872192.440000001,Sale
-3015,2021-12-16,0000899243-21-048679,Musk Elon,1324129,TSLA,S,2021-12-16,973.521,-2935165.815,Sale
-3979,2021-12-16,0000899243-21-048679,Musk Elon,1327144,TSLA,S,2021-12-16,972.718,-3870444.922,Sale
-9373,2021-12-16,0000899243-21-048679,Musk Elon,1331123,TSLA,S,2021-12-16,971.741,-9108128.393,Sale
-400,2021-12-16,0000899243-21-048679,Musk Elon,1340496,TSLA,S,2021-12-16,969.91,-387964.0,Sale
-6201,2021-12-16,0000899243-21-048679,Musk Elon,1340896,TSLA,S,2021-12-16,969.044,-6009041.844,Sale
-5904,2021-12-16,0000899243-21-048679,Musk Elon,1347097,TSLA,S,2021-12-16,967.448,-5711812.992,Sale
-3100,2021-12-16,0000899243-21-048679,Musk Elon,1353001,TSLA,S,2021-12-16,966.302,-2995536.2,Sale
-7808,2021-12-16,0000899243-21-048679,Musk Elon,1356101,TSLA,S,2021-12-16,965.151,-7535899.007999999,Sale
-11316,2021-12-16,0000899243-21-048679,Musk Elon,1377672,TSLA,S,2021-12-16,962.832,-10895406.912,Sale
-22875,2021-12-16,0000899243-21-048679,Musk Elon,1388988,TSLA,S,2021-12-16,961.774,-22000580.25,Sale
-33321,2021-12-16,0000899243-21-048679,Musk Elon,1431887,TSLA,S,2021-12-16,959.564,-31973632.044,Sale
-28441,2021-12-16,0000899243-21-048679,Musk Elon,1465208,TSLA,S,2021-12-16,958.596,-27263428.836,Sale
-9299,2021-12-16,0000899243-21-048676,Musk Elon,1513063,TSLA,S,2021-12-16,956.625,-8895655.875,Sale
-3713,2021-12-16,0000899243-21-048676,Musk Elon,1522362,TSLA,S,2021-12-16,953.955,-3542034.915,Sale
-2053,2021-12-16,0000899243-21-048676,Musk Elon,1527442,TSLA,S,2021-12-16,951.067,-1952540.551,Sale
-8783,2021-12-16,0000899243-21-048676,Musk Elon,1540280,TSLA,S,2021-12-16,948.804,-8333345.532,Sale
-7235,2021-12-16,0000899243-21-048676,Musk Elon,1565253,TSLA,S,2021-12-16,945.599,-6841408.765000001,Sale
-6279,2021-12-16,0000899243-21-048676,Musk Elon,1572488,TSLA,S,2021-12-16,943.549,-5924544.171,Sale
-17842,2021-12-16,0000899243-21-048676,Musk Elon,1578767,TSLA,S,2021-12-16,942.528,-16816584.576,Sale
-17588,2021-12-16,0000899243-21-048676,Musk Elon,1596609,TSLA,S,2021-12-16,941.595,-16560772.860000001,Sale
2151940,2021-12-16,0000899243-21-048676,Musk Elon,2151940,TSLA,M,2021-12-16,6.24,13428105.6,Buy
-1147,2021-12-13,0000899243-21-047960,Musk Elon,1200349,TSLA,S,2021-12-13,1002.06,-1149362.8199999998,Sale
-8224,2021-12-13,0000899243-21-047960,Musk Elon,1201496,TSLA,S,2021-12-13,1001.06,-8232717.4399999995,Sale
-6970,2021-12-13,0000899243-21-047960,Musk Elon,1209720,TSLA,S,2021-12-13,999.678,-6967755.66,Sale
