change,filingDate,id,name,share,symbol,transactionCode,transactionDate,transactionPrice,DollarVolume,Transaction Type
-10500,2023-03-29,0001790565-23-000004,Baglino Andrew D,65547,TSLA,S,2023-03-27,194.36,-2040780.0000000002,Sale
10500,2023-03-29,0001790565-23-000004,Baglino Andrew D,76047,TSLA,M,2023-03-27,20.91,219555.0,Buy
5250,2023-03-10,0000899243-23-008179,Musk Elon,411062076,TSLA,M,2023-03-08,6.67,35017.5,Buy
10500,2023-03-01,0001790565-23-000002,Baglino Andrew D,74759,TSLA,M,2023-02-27,20.91,219555.0,Buy
-3750,2023-02-08,0001771364-23-000003,Kirkhorn Zachary,196661,TSLA,S,2023-02-06,193.0,-723750.0,Sale
-10500,2023-01-31,0001790565-23-000001,Baglino Andrew D,64259,TSLA,S,2023-01-27,162.5,-1706250.0,Sale
10500,2023-01-31,0001790565-23-000001,Baglino Andrew D,74759,TSLA,M,2023-01-27,20.91,219555.0,Buy
-3752,2023-01-06,0001771364-23-000002,Kirkhorn Zachary,200411,TSLA,S,2023-01-04,109.31,-410131.12,Sale
13350,2023-01-03,0001771364-23-000001,Kirkhorn Zachary,204164,TSLA,M,2022-12-28,18.44,246174.00000000003,Buy
13500,2022-12-30,0001771364-22-000011,Kirkhorn Zachary,204314,TSLA,M,2022-12-28,18.44,248940.00000000003,Buy
-10500,2022-12-29,0001790565-22-000017,Baglino Andrew D,64259,TSLA,S,2022-12-27,117.5,-1233750.0,Sale
10500,2022-12-29,0001790565-22-000017,Baglino Andrew D,74759,TSLA,M,2022-12-27,20.91,219555.0,Buy
-129795,2022-12-14,0000899243-22-038522,Musk Elon,432462379,TSLA,S,2022-12-13,169.449,-21993632.955000002,Sale
-240269,2022-12-14,0000899243-22-038522,Musk Elon,432592174,TSLA,S,2022-12-13,168.529,-40492294.301,Sale
-473518,2022-12-14,0000899243-22-038522,Musk Elon,432832443,TSLA,S,2022-12-13,167.587,-79355461.066,Sale
-380964,2022-12-14,0000899243-22-038522,Musk Elon,433305961,TSLA,S,2022-12-13,166.515,-63436220.45999999,Sale
-89471,2022-12-14,0000899243-22-038522,Musk Elon,433686925,TSLA,S,2022-12-13,165.728,-14827849.888,Sale
-234591,2022-12-14,0000899243-22-038522,Musk Elon,433776396,TSLA,S,2022-12-13,164.246,-38530633.386,Sale
-466672,2022-12-14,0000899243-22-038522,Musk Elon,434010987,TSLA,S,2022-12-13,163.546,-76322338.912,Sale
-2208110,2022-12-14,0000899243-22-038522,Musk Elon,434477659,TSLA,S,2022-12-13,162.425,-358652266.75,Sale
-1868138,2022-12-14,0000899243-22-038522,Musk Elon,436685769,TSLA,S,2022-12-13,161.444,-301599671.27199996,Sale
-2294072,2022-12-14,0000899243-22-038522,Musk Elon,438553907,TSLA,S,2022-12-13,160.754,-368781250.288,Sale
-702969,2022-12-14,0000899243-22-038522,Musk Elon,440847979,TSLA,S,2022-12-13,159.52,-112137614.88000001,Sale
-626066,2022-12-14,0000899243-22-038522,Musk Elon,441550948,TSLA,S,2022-12-13,158.51,-99237721.66,Sale
-235418,2022-12-14,0000899243-22-038522,Musk Elon,442177014,TSLA,S,2022-12-13,157.55,-37090105.900000006,Sale
-363749,2022-12-14,0000899243-22-038522,Musk Elon,442412432,TSLA,S,2022-12-12,169.976,-61828600.024,Sale
-1020447,2022-12-14,0000899243-22-038522,Musk Elon,442776181,TSLA,S,2022-12-12,168.929,-172383091.263,Sale
-1820804,2022-12-14,0000899243-22-038522,Musk Elon,443796628,TSLA,S,2022-12-12,168.055,-305995216.22,Sale
-3768,2022-12-07,0001771340-22-000012,Taneja Vaibhav,95785,TSLA,S,2022-12-06,178.073,-670979.064,Sale
-7584,2022-12-07,0001771364-22-000010,Kirkhorn Zachary,190814,TSLA,S,2022-12-06,178.074,-1350513.216,Sale
-1312,2022-12-07,0001790565-22-000016,Baglino Andrew D,64259,TSLA,S,2022-12-06,178.073,-233631.776,Sale
-3750,2022-12-07,0001771364-22-000010,Kirkhorn Zachary,181526,TSLA,S,2022-12-05,189.5,-710625.0,Sale
-10500,2022-11-30,0001790565-22-000015,Baglino Andrew D,62989,TSLA,S,2022-11-28,179.57,-1885485.0,Sale
10500,2022-11-30,0001790565-22-000015,Baglino Andrew D,73489,TSLA,M,2022-11-28,20.91,219555.0,Buy
-4769,2022-11-08,0000899243-22-035394,Musk Elon,445617432,TSLA,S,2022-11-08,197.7,-942831.2999999999,Sale
-8575,2022-11-08,0000899243-22-035394,Musk Elon,445622201,TSLA,S,2022-11-08,196.849,-1687980.1749999998,Sale
-67609,2022-11-08,0000899243-22-035394,Musk Elon,445630776,TSLA,S,2022-11-08,195.148,-13193761.132,Sale
-198124,2022-11-08,0000899243-22-035394,Musk Elon,445698385,TSLA,S,2022-11-08,194.975,-38629226.9,Sale
-78604,2022-11-08,0000899243-22-035394,Musk Elon,445896509,TSLA,S,2022-11-08,193.339,-15197218.756,Sale
-376134,2022-11-08,0000899243-22-035394,Musk Elon,445975113,TSLA,S,2022-11-08,192.204,-72294459.336,Sale
-3107623,2022-11-08,0000899243-22-035394,Musk Elon,446351247,TSLA,S,2022-11-08,191.467,-595007252.941,Sale
-366242,2022-11-08,0000899243-22-035394,Musk Elon,449458870,TSLA,S,2022-11-08,190.45,-69750788.89999999,Sale
-192320,2022-11-08,0000899243-22-035394,Musk Elon,449825112,TSLA,S,2022-11-08,189.578,-36459640.96,Sale
-157983,2022-11-08,0000899243-22-035393,Musk Elon,450017432,TSLA,S,2022-11-07,208.731,-32975949.573,Sale
-20459,2022-11-08,0000899243-22-035393,Musk Elon,450175415,TSLA,S,2022-11-07,207.957,-4254592.263,Sale
-42932,2022-11-08,0000899243-22-035393,Musk Elon,450195874,TSLA,S,2022-11-07,206.433,-8862581.556,Sale
-52445,2022-11-08,0000899243-22-035393,Musk Elon,450238806,TSLA,S,2022-11-07,205.333,-10768689.185,Sale
-239491,2022-11-08,0000899243-22-035393,Musk Elon,450291251,TSLA,S,2022-11-07,204.629,-49006803.838999994,Sale
-383525,2022-11-08,0000899243-22-035393,Musk Elon,450530742,TSLA,S,2022-11-07,203.475,-78037749.375,Sale
-513373,2022-11-08,0000899243-22-035393,Musk Elon,450914267,TSLA,S,2022-11-07,202.431,-103922609.76300001,Sale
-318902,2022-11-08,0000899243-22-035393,Musk Elon,451427640,TSLA,S,2022-11-07,201.542,-64272146.884,Sale
-1047768,2022-11-08,0000899243-22-035393,Musk Elon,451746542,TSLA,S,2022-11-07,200.305,-209873169.24,Sale
-1747633,2022-11-08,0000899243-22-035393,Musk Elon,452794310,TSLA,S,2022-11-07,199.452,-348568897.116,Sale
-151958,2022-11-08,0000899243-22-035393,Musk Elon,454541943,TSLA,S,2022-11-07,197.983,-30085100.714,Sale
-773531,2022-11-08,0000899243-22-035393,Musk Elon,454693901,TSLA,S,2022-11-07,197.196,-152537219.076,Sale
-244561,2022-11-08,0000899243-22-035390,Musk Elon,455467432,TSLA,S,2022-11-04,219.909,-53781164.949,Sale
-249580,2022-11-08,0000899243-22-035390,Musk Elon,455711993,TSLA,S,2022-11-04,219.215,-54711679.7,Sale
-196661,2022-11-08,0000899243-22-035390,Musk Elon,455961573,TSLA,S,2022-11-04,217.7,-42813099.699999996,Sale
-90493,2022-11-08,0000899243-22-035390,Musk Elon,456158234,TSLA,S,2022-11-04,216.633,-19603770.069000002,Sale
-222303,2022-11-08,0000899243-22-035390,Musk Elon,456341772,TSLA,S,2022-11-04,214.856,-47763133.368,Sale
-307416,2022-11-08,0000899243-22-035390,Musk Elon,456701952,TSLA,S,2022-11-04,212.491,-65323133.256000005,Sale
-663677,2022-11-08,0000899243-22-035390,Musk Elon,457009368,TSLA,S,2022-11-04,211.41,-140307954.57,Sale
-944828,2022-11-08,0000899243-22-035390,Musk Elon,457673045,TSLA,S,2022-11-04,210.757,-199129114.796,Sale
-91943,2022-11-08,0000899243-22-035390,Musk Elon,458617873,TSLA,S,2022-11-04,209.882,-19297180.726,Sale
-148678,2022-11-08,0000899243-22-035390,Musk Elon,458709816,TSLA,S,2022-11-04,208.426,-30988360.827999998,Sale
-997104,2022-11-08,0000899243-22-035390,Musk Elon,458858494,TSLA,S,2022-11-04,207.361,-206760482.544,Sale
-2686528,2022-11-08,0000899243-22-035390,Musk Elon,459855598,TSLA,S,2022-11-04,206.673,-555232801.344,Sale
-1091614,2022-11-08,0000899243-22-035390,Musk Elon,462542126,TSLA,S,2022-11-04,205.596,-224431471.944,Sale
-998114,2022-11-08,0000899243-22-035390,Musk Elon,463633740,TSLA,S,2022-11-04,204.6,-204214124.4,Sale
-485578,2022-11-08,0000899243-22-035390,Musk Elon,464631854,TSLA,S,2022-11-04,203.673,-98899127.994,Sale
-3751,2022-11-08,0001771364-22-000009,Kirkhorn Zachary,185276,TSLA,S,2022-11-04,222.5,-834597.5,Sale
-10500,2022-10-31,0001790565-22-000014,Baglino Andrew D,62989,TSLA,S,2022-10-27,229.95,-2414475.0,Sale
10500,2022-10-31,0001790565-22-000014,Baglino Andrew D,73489,TSLA,M,2022-10-27,20.91,219555.0,Buy
-3750,2022-10-05,0001771364-22-000008,Kirkhorn Zachary,189027,TSLA,S,2022-10-04,250.5,-939375.0,Sale
-10500,2022-09-30,0001790565-22-000013,Baglino Andrew D,62989,TSLA,S,2022-09-27,284.01,-2982105.0,Sale
10500,2022-09-30,0001790565-22-000013,Baglino Andrew D,73489,TSLA,M,2022-09-27,20.91,219555.0,Buy
-3750,2022-09-14,0001771364-22-000007,Kirkhorn Zachary,192777,TSLA,S,2022-09-12,300.59,-1127212.5,Sale
-26250,2022-09-12,0001771340-22-000010,Wilson-Thompson Kathleen,5400,TSLA,S,2022-09-08,278.93,-7321912.5,Sale
26250,2022-09-12,0001771340-22-000010,Wilson-Thompson Kathleen,31650,TSLA,M,2022-09-08,14.99,393487.5,Buy
-3755,2022-09-07,0001771340-22-000009,Taneja Vaibhav,91324,TSLA,S,2022-09-06,269.387,-1011548.185,Sale
-1299,2022-09-07,0001790565-22-000012,Baglino Andrew D,62989,TSLA,S,2022-09-06,269.387,-349933.713,Sale
-7551,2022-09-07,0001771364-22-000006,Kirkhorn Zachary,196527,TSLA,S,2022-09-06,269.387,-2034141.237,Sale
-10500,2022-08-31,0001790565-22-000011,Baglino Andrew D,61701,TSLA,S,2022-08-29,283.0,-2971500.0,Sale
10500,2022-08-31,0001790565-22-000011,Baglino Andrew D,72201,TSLA,M,2022-08-29,20.91,219555.0,Buy
-6048,2022-08-09,0000899243-22-028189,Musk Elon,155039144,TSLA,S,2022-08-09,876.629,-5301852.192,Sale
-13292,2022-08-09,0000899243-22-028189,Musk Elon,155045192,TSLA,S,2022-08-09,874.286,-11621009.512,Sale
-435,2022-08-09,0000899243-22-028189,Musk Elon,155058484,TSLA,S,2022-08-09,872.469,-379524.015,Sale
-42874,2022-08-09,0000899243-22-028188,Musk Elon,155058919,TSLA,S,2022-08-09,871.199,-37351785.926,Sale
-2283,2022-08-09,0000899243-22-028188,Musk Elon,155101793,TSLA,S,2022-08-09,869.21,-1984406.4300000002,Sale
-6130,2022-08-09,0000899243-22-028188,Musk Elon,155104076,TSLA,S,2022-08-09,866.561,-5312018.930000001,Sale
-11779,2022-08-09,0000899243-22-028188,Musk Elon,155110206,TSLA,S,2022-08-09,864.849,-10187056.371000001,Sale
-29217,2022-08-09,0000899243-22-028188,Musk Elon,155121985,TSLA,S,2022-08-09,863.616,-25232268.672,Sale
-97548,2022-08-09,0000899243-22-028188,Musk Elon,155245530,TSLA,S,2022-08-09,861.754,-84062379.192,Sale
-146968,2022-08-09,0000899243-22-028188,Musk Elon,155343078,TSLA,S,2022-08-09,860.85,-126517402.8,Sale
-100838,2022-08-09,0000899243-22-028188,Musk Elon,155490046,TSLA,S,2022-08-09,859.904,-86710999.552,Sale
-68785,2022-08-09,0000899243-22-028188,Musk Elon,155590884,TSLA,S,2022-08-09,858.836,-59075034.26,Sale
-49740,2022-08-09,0000899243-22-028188,Musk Elon,155659669,TSLA,S,2022-08-09,857.629,-42658466.46,Sale
-74948,2022-08-09,0000899243-22-028188,Musk Elon,155709409,TSLA,S,2022-08-09,856.773,-64213422.804000005,Sale
-66202,2022-08-09,0000899243-22-028188,Musk Elon,155784357,TSLA,S,2022-08-09,855.629,-56644351.058,Sale
-67457,2022-08-09,0000899243-22-028188,Musk Elon,155850559,TSLA,S,2022-08-09,854.706,-57655902.642000005,Sale
-136789,2022-08-09,0000899243-22-028188,Musk Elon,155918016,TSLA,S,2022-08-09,853.737,-116781830.493,Sale
-113022,2022-08-09,0000899243-22-028188,Musk Elon,156054805,TSLA,S,2022-08-09,852.689,-96372616.15799999,Sale
-114897,2022-08-09,0000899243-22-028188,Musk Elon,156167827,TSLA,S,2022-08-09,851.68,-97855476.96,Sale
-113618,2022-08-09,0000899243-22-028188,Musk Elon,156282724,TSLA,S,2022-08-09,850.619,-96645629.54200001,Sale
-455650,2022-08-09,0000899243-22-028188,Musk Elon,156396342,TSLA,S,2022-08-09,849.884,-387249644.6,Sale
-142968,2022-08-09,0000899243-22-028188,Musk Elon,156851992,TSLA,S,2022-08-09,848.734,-121341802.51200001,Sale
-187030,2022-08-09,0000899243-22-028188,Musk Elon,156994960,TSLA,S,2022-08-09,847.723,-158549632.69,Sale
-95946,2022-08-09,0000899243-22-028188,Musk Elon,157181990,TSLA,S,2022-08-09,846.668,-81234407.928,Sale
-124348,2022-08-09,0000899243-22-028188,Musk Elon,157277936,TSLA,S,2022-08-09,845.778,-105170802.744,Sale
-90934,2022-08-09,0000899243-22-028188,Musk Elon,157402284,TSLA,S,2022-08-09,844.816,-76822498.14400001,Sale
-114517,2022-08-09,0000899243-22-028188,Musk Elon,157493218,TSLA,S,2022-08-09,843.697,-96617649.349,Sale
-114286,2022-08-09,0000899243-22-028188,Musk Elon,157607735,TSLA,S,2022-08-09,842.686,-96307212.19600001,Sale
-224133,2022-08-09,0000899243-22-028188,Musk Elon,157722021,TSLA,S,2022-08-09,841.852,-188686814.31599998,Sale
-106535,2022-08-09,0000899243-22-028188,Musk Elon,157946154,TSLA,S,2022-08-09,840.891,-89584322.685,Sale
-8053,2022-08-09,0000899243-22-028188,Musk Elon,158052689,TSLA,S,2022-08-09,839.98,-6764358.94,Sale
-18630,2022-08-09,0000899243-22-028188,Musk Elon,158060742,TSLA,S,2022-08-09,838.571,-15622577.73,Sale
-900,2022-08-09,0000899243-22-028184,Musk Elon,158079372,TSLA,S,2022-08-08,901.4,-811260.0,Sale
-19745,2022-08-09,0000899243-22-028184,Musk Elon,158080272,TSLA,S,2022-08-08,900.615,-17782643.175,Sale
-21310,2022-08-09,0000899243-22-028184,Musk Elon,158100017,TSLA,S,2022-08-08,899.859,-19175995.29,Sale
-10876,2022-08-09,0000899243-22-028184,Musk Elon,158121327,TSLA,S,2022-08-08,898.838,-9775762.088,Sale
-6749,2022-08-09,0000899243-22-028184,Musk Elon,158132203,TSLA,S,2022-08-08,897.878,-6059778.622,Sale
-9549,2022-08-09,0000899243-22-028181,Musk Elon,158138952,TSLA,S,2022-08-08,896.56,-8561251.44,Sale
-44963,2022-08-09,0000899243-22-028181,Musk Elon,158148501,TSLA,S,2022-08-08,895.79,-40277405.769999996,Sale
-72084,2022-08-09,0000899243-22-028181,Musk Elon,158193464,TSLA,S,2022-08-08,894.836,-64503358.224,Sale
-47926,2022-08-09,0000899243-22-028181,Musk Elon,158265548,TSLA,S,2022-08-08,893.878,-42839997.028000005,Sale
-35542,2022-08-09,0000899243-22-028181,Musk Elon,158313474,TSLA,S,2022-08-08,892.859,-31733994.578,Sale
-53180,2022-08-09,0000899243-22-028181,Musk Elon,158349016,TSLA,S,2022-08-08,891.779,-47424807.22,Sale
-36257,2022-08-09,0000899243-22-028181,Musk Elon,158402196,TSLA,S,2022-08-08,890.776,-32296865.432,Sale
-21989,2022-08-09,0000899243-22-028181,Musk Elon,158438453,TSLA,S,2022-08-08,890.053,-19571375.417,Sale
-10781,2022-08-09,0000899243-22-028181,Musk Elon,158460442,TSLA,S,2022-08-08,888.892,-9583144.652,Sale
-46539,2022-08-09,0000899243-22-028181,Musk Elon,158471223,TSLA,S,2022-08-08,887.75,-41314997.25,Sale
-23154,2022-08-09,0000899243-22-028181,Musk Elon,158552438,TSLA,S,2022-08-08,886.06,-20515833.24,Sale
-19565,2022-08-09,0000899243-22-028181,Musk Elon,158575592,TSLA,S,2022-08-08,884.762,-17310368.529999997,Sale
-40594,2022-08-09,0000899243-22-028181,Musk Elon,158595157,TSLA,S,2022-08-08,883.876,-35880062.344,Sale
-44748,2022-08-09,0000899243-22-028181,Musk Elon,158635751,TSLA,S,2022-08-08,882.843,-39505458.563999996,Sale
-55272,2022-08-09,0000899243-22-028181,Musk Elon,158680499,TSLA,S,2022-08-08,881.824,-48740176.128,Sale
-37139,2022-08-09,0000899243-22-028181,Musk Elon,158735771,TSLA,S,2022-08-08,880.837,-32713405.343,Sale
-19407,2022-08-09,0000899243-22-028181,Musk Elon,158772910,TSLA,S,2022-08-08,880.049,-17079110.943,Sale
-21896,2022-08-09,0000899243-22-028181,Musk Elon,158792317,TSLA,S,2022-08-08,878.857,-19243452.871999998,Sale
-1871,2022-08-09,0000899243-22-028176,Musk Elon,159687784,TSLA,S,2022-08-05,909.758,-1702157.218,Sale
-38973,2022-08-09,0000899243-22-028176,Musk Elon,159689655,TSLA,S,2022-08-05,908.819,-35419402.887,Sale
-12276,2022-08-09,0000899243-22-028176,Musk Elon,159728628,TSLA,S,2022-08-05,908.088,-11147688.287999999,Sale
-10078,2022-08-09,0000899243-22-028176,Musk Elon,159740904,TSLA,S,2022-08-05,906.885,-9139587.03,Sale
-58886,2022-08-09,0000899243-22-028176,Musk Elon,159750982,TSLA,S,2022-08-05,905.823,-53340293.177999996,Sale
-134384,2022-08-09,0000899243-22-028176,Musk Elon,159809868,TSLA,S,2022-08-05,904.826,-121594137.184,Sale
-96047,2022-08-09,0000899243-22-028176,Musk Elon,159944252,TSLA,S,2022-08-05,903.898,-86816691.206,Sale
-95114,2022-08-09,0000899243-22-028176,Musk Elon,160040299,TSLA,S,2022-08-05,902.762,-85865304.868,Sale
-48949,2022-08-09,0000899243-22-028176,Musk Elon,160135413,TSLA,S,2022-08-05,901.888,-44146515.712000005,Sale
-44887,2022-08-09,0000899243-22-028176,Musk Elon,160184362,TSLA,S,2022-08-05,900.931,-40440089.797,Sale
-64783,2022-08-09,0000899243-22-028176,Musk Elon,160229249,TSLA,S,2022-08-05,899.85,-58294982.550000004,Sale
-60728,2022-08-09,0000899243-22-028176,Musk Elon,160294032,TSLA,S,2022-08-05,898.942,-54590949.776,Sale
-38790,2022-08-09,0000899243-22-028176,Musk Elon,160354760,TSLA,S,2022-08-05,897.945,-34831286.550000004,Sale
-30343,2022-08-09,0000899243-22-028176,Musk Elon,160393550,TSLA,S,2022-08-05,896.733,-27209569.419,Sale
-42430,2022-08-09,0000899243-22-028176,Musk Elon,160423893,TSLA,S,2022-08-05,895.754,-38006842.22,Sale
-17717,2022-08-09,0000899243-22-028176,Musk Elon,160466323,TSLA,S,2022-08-05,895.062,-15857813.454,Sale
-6152,2022-08-09,0000899243-22-028176,Musk Elon,160484040,TSLA,S,2022-08-05,893.812,-5498731.424,Sale
-20628,2022-08-09,0000899243-22-028176,Musk Elon,160490192,TSLA,S,2022-08-05,892.749,-18415626.372,Sale
-59667,2022-08-09,0000899243-22-028176,Musk Elon,160510820,TSLA,S,2022-08-05,891.817,-53212044.939,Sale
-15170,2022-08-09,0000899243-22-028176,Musk Elon,160570487,TSLA,S,2022-08-05,891.09,-13517835.3,Sale
-35107,2022-08-09,0000899243-22-028176,Musk Elon,160585657,TSLA,S,2022-08-05,889.813,-31238664.991,Sale
-29066,2022-08-09,0000899243-22-028176,Musk Elon,160620764,TSLA,S,2022-08-05,888.684,-25830489.143999998,Sale
-35693,2022-08-09,0000899243-22-028176,Musk Elon,160649830,TSLA,S,2022-08-05,887.905,-31691993.165,Sale
-47609,2022-08-09,0000899243-22-028174,Musk Elon,160685523,TSLA,S,2022-08-05,886.961,-42227326.249,Sale
-22159,2022-08-09,0000899243-22-028174,Musk Elon,160733132,TSLA,S,2022-08-05,885.335,-19618138.265,Sale
-30656,2022-08-09,0000899243-22-028174,Musk Elon,160755291,TSLA,S,2022-08-05,884.437,-27113300.672000002,Sale
-55775,2022-08-09,0000899243-22-028174,Musk Elon,160785947,TSLA,S,2022-08-05,883.326,-49267507.65,Sale
-102594,2022-08-09,0000899243-22-028174,Musk Elon,160841722,TSLA,S,2022-08-05,882.38,-90526893.72,Sale
-79205,2022-08-09,0000899243-22-028174,Musk Elon,160944316,TSLA,S,2022-08-05,881.487,-69818177.835,Sale
-87342,2022-08-09,0000899243-22-028174,Musk Elon,161023521,TSLA,S,2022-08-05,880.444,-76899739.84799999,Sale
-109041,2022-08-09,0000899243-22-028174,Musk Elon,161196420,TSLA,S,2022-08-05,878.519,-95794590.279,Sale
-58161,2022-08-09,0000899243-22-028174,Musk Elon,161305461,TSLA,S,2022-08-05,877.45,-51033369.45,Sale
-123082,2022-08-09,0000899243-22-028174,Musk Elon,161363622,TSLA,S,2022-08-05,876.467,-107877311.294,Sale
-113483,2022-08-09,0000899243-22-028174,Musk Elon,161486704,TSLA,S,2022-08-05,875.469,-99350848.52700001,Sale
-91072,2022-08-09,0000899243-22-028174,Musk Elon,161600187,TSLA,S,2022-08-05,874.433,-79636362.176,Sale
-96530,2022-08-09,0000899243-22-028174,Musk Elon,161691259,TSLA,S,2022-08-05,873.495,-84318472.35,Sale
-96425,2022-08-09,0000899243-22-028174,Musk Elon,161787789,TSLA,S,2022-08-05,872.451,-84126087.675,Sale
-79800,2022-08-09,0000899243-22-028174,Musk Elon,161884214,TSLA,S,2022-08-05,871.602,-69553839.6,Sale
-64472,2022-08-09,0000899243-22-028174,Musk Elon,161964014,TSLA,S,2022-08-05,870.483,-56121779.975999996,Sale
-37058,2022-08-09,0000899243-22-028174,Musk Elon,162028486,TSLA,S,2022-08-05,869.391,-32217891.678,Sale
-17787,2022-08-09,0000899243-22-028174,Musk Elon,162065544,TSLA,S,2022-08-05,868.379,-15445857.273,Sale
-45073,2022-08-09,0000899243-22-028174,Musk Elon,162083331,TSLA,S,2022-08-05,867.564,-39103712.172,Sale
-61957,2022-08-09,0000899243-22-028174,Musk Elon,162128404,TSLA,S,2022-08-05,866.502,-53685864.414,Sale
-85403,2022-08-09,0000899243-22-028174,Musk Elon,162190361,TSLA,S,2022-08-05,865.557,-73921164.471,Sale
-112559,2022-08-09,0000899243-22-028174,Musk Elon,162275764,TSLA,S,2022-08-05,864.381,-97293860.979,Sale
-118820,2022-08-09,0000899243-22-028174,Musk Elon,162388323,TSLA,S,2022-08-05,863.587,-102611407.34,Sale
-105825,2022-08-09,0000899243-22-028174,Musk Elon,162507143,TSLA,S,2022-08-05,862.43,-91266654.75,Sale
-96657,2022-08-09,0000899243-22-028174,Musk Elon,162612968,TSLA,S,2022-08-05,861.585,-83278221.345,Sale
-141979,2022-08-09,0000899243-22-028174,Musk Elon,162709625,TSLA,S,2022-08-05,860.493,-122171935.64700001,Sale
-36197,2022-08-09,0000899243-22-028174,Musk Elon,162851604,TSLA,S,2022-08-05,859.471,-31110271.787,Sale
-48720,2022-08-09,0000899243-22-028174,Musk Elon,162887801,TSLA,S,2022-08-05,858.688,-41835279.36,Sale
-26730,2022-08-09,0000899243-22-028174,Musk Elon,162936521,TSLA,S,2022-08-05,857.541,-22922070.93,Sale
-8750,2022-08-02,0001771340-22-000007,Wilson-Thompson Kathleen,1800,TSLA,S,2022-08-01,904.0,-7910000.0,Sale
8750,2022-08-02,0001771340-22-000007,Wilson-Thompson Kathleen,10550,TSLA,M,2022-08-01,44.95,393312.5,Buy
-17500,2022-08-02,0001771340-22-000007,Wilson-Thompson Kathleen,1800,TSLA,S,2022-07-29,863.78,-15116150.0,Sale
17500,2022-08-02,0001771340-22-000007,Wilson-Thompson Kathleen,19300,TSLA,M,2022-07-29,44.95,786625.0,Buy
-3500,2022-07-29,0001790565-22-000010,Baglino Andrew D,20567,TSLA,S,2022-07-27,791.5,-2770250.0,Sale
3500,2022-07-29,0001790565-22-000010,Baglino Andrew D,24067,TSLA,M,2022-07-27,62.72,219520.0,Buy
25000,2022-07-27,0001494731-22-000001,Musk Kimbal,536240,TSLA,M,2022-07-25,74.17,1854250.0,Buy
-3500,2022-06-29,0001790565-22-000009,Baglino Andrew D,20567,TSLA,S,2022-06-27,748.11,-2618385.0,Sale
2500,2022-06-14,0001771340-22-000006,Taneja Vaibhav,28949,TSLA,M,2022-06-10,55.32,138300.0,Buy
-2539,2022-06-07,0001771364-22-000005,Kirkhorn Zachary,62403,TSLA,S,2022-06-06,718.31,-1823789.0899999999,Sale
-433,2022-06-07,0001790565-22-000008,Baglino Andrew D,20567,TSLA,S,2022-06-06,718.31,-311028.23,Sale
-1519,2022-06-07,0001771340-22-000005,Taneja Vaibhav,26449,TSLA,S,2022-06-06,718.31,-1091112.89,Sale
-1044,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,5000,TSLA,S,2022-06-01,771.403,-805344.7320000001,Sale
-600,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,6144,TSLA,S,2022-06-01,768.743,-461245.80000000005,Sale
-1200,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,6744,TSLA,S,2022-06-01,767.768,-921321.6000000001,Sale
-1248,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,7944,TSLA,S,2022-06-01,766.63,-956754.24,Sale
-1600,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,9192,TSLA,S,2022-06-01,765.659,-1225054.4,Sale
-900,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,10792,TSLA,S,2022-06-01,764.592,-688132.7999999999,Sale
-500,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,11692,TSLA,S,2022-06-01,763.222,-381611.0,Sale
-800,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,12192,TSLA,S,2022-06-01,762.48,-609984.0,Sale
-300,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,12992,TSLA,S,2022-06-01,760.957,-228287.1,Sale
-200,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,13292,TSLA,S,2022-06-01,758.255,-151651.0,Sale
-200,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,13492,TSLA,S,2022-06-01,757.075,-151415.0,Sale
-400,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,13692,TSLA,S,2022-06-01,755.848,-302339.19999999995,Sale
-10868,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,14092,TSLA,S,2022-06-01,755.115,-8206589.82,Sale
-423,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,24960,TSLA,S,2022-06-01,753.358,-318670.43399999995,Sale
-400,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,25383,TSLA,S,2022-06-01,751.915,-300766.0,Sale
-400,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,25783,TSLA,S,2022-06-01,751.08,-300432.0,Sale
-200,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,26183,TSLA,S,2022-06-01,749.155,-149831.0,Sale
-1000,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,26383,TSLA,S,2022-06-01,748.522,-748522.0,Sale
-800,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,27383,TSLA,S,2022-06-01,747.029,-597623.2,Sale
-200,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,28183,TSLA,S,2022-06-01,745.975,-149195.0,Sale
-694,2022-06-03,0001771340-22-000004,DENHOLM ROBYN M,28383,TSLA,S,2022-06-01,744.756,-516860.664,Sale
